"symbol","logFC","pvalue"
"Csn1s2b",-0.560476164550779,0.563726975559357
"Slc25a1",1.15207637876308,0.000930002302597154
"Atp2b2",0.46292185319147,0.792413996744189
"Slc34a2",0.945571433491609,0.00105306791321741
"Acacb",0.0960651269569421,0.94493557776398
"Egf",0.380493238266752,0.939125314401042
"Slc30a2",-1.23454624307341,0.0873705509752242
"Elovl5",-0.350192285348452,0.753711492275545
"Rbp1",-0.889309756475658,0.153924532301784
"Ceacam10",-4.01990178389206,0.000173564115216133
"Ddah1",0.850611959526571,0.189076772070419
"Cidea",0.117960804581045,0.93968203612405
"Pmvk",-0.0145370080839164,0.999943564532849
"St6gal1",-0.833961109105616,0.0886049756405342
"Ppl",-1.01691490720826,0.176727651178428
"Elovl6",1.59038895754646,0.142054953561633
"Ggt1",1.80755196732733,0.180194177088021
"Slc39a8",-0.6352757456,0.322625072774099
"Slc39a4",-0.462741612416316,0.648979255344858
"Scd1",0.777913953101723,0.275437592189622
"Cited1",2.15240838394824,0.00353880397787784
"Kcnk6",-0.971850729021513,0.4491618644663
"Slc7a4",0.76089463444385,0.365072898710418
"Tc2n",0.244940141649843,0.918785346033227
"Lgals12",-1.24412848133256,8.15987163956785e-05
"Slc33a1",0.711694872602912,0.353287994069799
"Ctsc",-0.236354246232713,0.948536966706647
"Ptgs1",-0.0927361402066431,0.983012685461361
"Osbpl1a",0.510953189087459,0.627934819067315
"Eloa",-0.0346056552552874,0.999668662330632
"Lpo",-0.175329769210546,0.9778892484542
"BC006965",0.730896582563966,0.742279675479452
"Tor3a",0.667017716871023,0.220740582998293
"Acss2",-1.12011184608724,0.0259783051487545
"Acat2",-0.73972973830473,0.0565521453659689
"Eef2k",-0.970656475110034,0.058959720212064
"Steap1",2.09122641305081,0.000243472173567875
"Mfsd4a",-0.490688870567451,0.814791739907396
"Gjb1",-0.885228822526723,0.182397964371228
"Fkbp11",1.94698157800274,0.0137441572553164
"Insig1",0.995534387124573,0.0029649536299491
"Dnajc6",-1.46802267325756,0.000137952445356741
"Bhlha15",-0.580408670130351,0.498603002579393
"Asah1",-0.438423562461455,0.895263793903056
"Acat3",-0.0734966858889976,0.999652172769162
"Oxct1",-1.09634113041341,0.402301546414196
"Acot1",0.399071460688634,0.760794331282479
"Gsdmc",2.19719607439694,0.0807404088789805
"Acadsb",-0.468876157744264,0.823200563920937
"Orm1",1.56449915028323,0.000263578668732602
"Anpep",0.0364726801782274,0.991547730104966
"Prkaa2",-1.00029092850831,0.0956605681848177
"Gprc5b",0.109418249168275,0.92879396818502
"Aldoc",0.399995520992283,0.972911902452278
"Slc1a3",-1.05784061147297,0.405262723505462
"Sectm1a",0.532702545625179,0.619941407481774
"Ttyh1",-0.142602558704344,0.980795474099889
"Acly",-0.634126513918117,0.285170901257445
"Mfsd2a",-0.442875253107416,0.641109199573883
"Rph3al",-0.88554826702837,0.0255786994521308
"Steap2",1.55634437152629,0.213105552478552
"Ackr3",0.0449080290847572,0.974155124563894
"Muc1",-0.494637629235103,0.642445816237138
"Il15",-0.855081668175323,0.0153245869578755
"Cmpk2",0.826215040940249,0.230842155246268
"Tbc1d9",0.796397710026015,0.0671030770190244
"Sox4",-1.49059278632061,0.251713208241561
"Drd4",-2.03045380444561,2.0636366839473e-07
"Tm7sf2",0.279376914025102,0.982637848167349
"Tbc1d24",-1.10201841382297,0.00131434717311029
"Cldn3",0.462015932007491,0.628370932290839
"Sardh",-0.69648258300092,0.588716980606518
"Stard13",0.116115524372868,0.992963529298472
"Gm2a",0.891450516161985,0.018330262408867
"Cel",0.824809495048264,0.0284705443661817
"Muc4",0.443688605707925,0.846837958780541
"Adamts5",-0.231640663730547,0.996324595526623
"Trip6",0.453210687922209,0.727190740289177
"Krt80",-0.922896892884277,0.0454137838968365
"Net1",0.0266181592516981,0.999186666308319
"Prdx4",0.272486380892201,0.912990707337896
"Cav2",-0.586334318762256,0.493684597193669
"Pds5b",0.705155748246506,0.249756333134447
"Cyb5b",0.469961314402406,0.658804913098598
"Smad7",0.681849623857062,0.235717776040296
"Glycam1",1.76743562123415,0.0575035399891793
"Mlec",-0.0521731159956965,0.978284556911298
"Ly6a",0.454871946095473,0.760425970793076
"Deptor",0.602621035280171,0.423395859606434
"Ikzf4",0.641080975326006,0.375513386320949
"Slco2a1",0.409472284909578,0.82492974112823
"Pycr2",-0.669280823237707,0.33423535705039
"Gnmt",-0.942268388233181,0.0329415912060059
"Erf",0.413237032899751,0.944035687904199
"Rassf6",-3.35510349060298,0.000119424078946716
"Nfil3",-0.156227614300429,0.989869366055552
"Mocs1",1.6707178902251,0.0146974717795851
"Tspan7",2.33415875337052,1.19694004883025e-05
"Gpr146",0.0423172160288878,0.999943696533434
"Gnb4",-3.17023679462142,0.00331850547182379
"Fdps",-0.182134318738012,0.987368948019038
"Mpv17l",-1.31693822088361,0.00217625426897137
"Tmem110",-0.0196943582966567,0.998528422986153
"Fads1",1.34861421488946,0.000521888414136754
"Derl3",0.885431865034297,0.00547693090568588
"Ccdc74a",0.0627877631684725,0.960217434652595
"Dtx4",-5.0670125855219,3.53010695186474e-06
"Aldh1l1",-2.24019764918095,3.43746004936809e-05
"Crip2",0.0749958745737977,0.998434819535227
"Fasn",-0.27131004799623,0.97560687784568
"Sapcd2",0.694839542638139,0.244272552052822
"Slc9a2",0.725860997185826,0.219566478146419
"Acot2",-0.486856087049381,0.598568321825385
"Isg20",0.798218182910285,0.0103941897630378
"Tgfb2",0.0841825799019977,0.944780534769327
"Gm3500",-0.143295035947331,0.999183116983437
"Slc50a1",0.291752578311679,0.995710970932889
"Tmem165",0.53561867678194,0.594180526905342
"Lss",0.820079295743058,0.14372869919588
"Slc7a2",0.241788047798472,0.809691732580813
"Bcl2l1",-0.804162560283984,0.313131150100645
"Rasgrp1",-0.42918707870744,0.656567145311455
"Me1",-0.116997499182426,0.999698632063004
"Car5b",-0.117276109356407,0.999363094155051
"Echdc1",-0.186988360590299,0.885934108496464
"Aacs",0.525836485374856,0.670012188213042
"Klf10",-0.320876067269763,0.752391670265453
