"symbol","logFC","pvalue"
"Csn1s2b",-0.383651302766978,0.916567866316479
"Slc25a1",-0.165449771678308,0.97915091273822
"Atp2b2",-0.706436045408467,0.130077542156875
"Slc34a2",-0.983319533546339,0.110645651470255
"Acacb",0.0392853873683316,0.999713336763484
"Egf",-0.837711994749865,0.408829078077629
"Slc30a2",-1.05076626067859,0.020074306161222
"Elovl5",0.73733261474032,0.605299808774368
"Rbp1",0.388986750245485,0.741948274120671
"Ceacam10",-0.777284105283207,0.0201941459968605
"Ddah1",-0.621105169750161,0.363372567020712
"Cidea",0.209424861820271,0.873143314610799
"Pmvk",0.88793481759348,0.00444680039974504
"St6gal1",2.70313524923844,0.0011743406677491
"Ppl",1.00592056905132,0.356423641411532
"Elovl6",-0.593532334220074,0.463396091201291
"Ggt1",-1.53725029399254e-05,0.999999749222448
"Slc39a8",0.398933889824639,0.83022037678151
"Slc39a4",0.373852144177754,0.978978020067127
"Scd1",-1.22692938486829,0.00787449773280839
"Cited1",-0.109694807791888,0.995479303432259
"Kcnk6",-0.152230655248645,0.993856226074034
"Slc7a4",-0.443137178148684,0.642738233571391
"Tc2n",-1.25705940257051,0.00012637282445262
"Lgals12",-0.696482583000919,0.606181659749586
"Slc33a1",-4.82970327830453,2.71996998527736e-08
"Ctsc",0.616886329597478,0.374151393711095
"Ptgs1",0.104255774202247,0.998785568718357
"Osbpl1a",-2.62932828271789,0.0142539917291816
"Eloa",-1.02470031134987,0.0522457841493053
"Lpo",0.642458199577194,0.405457404278787
"BC006965",-1.71722286197631,0.034327314858621
"Tor3a",-0.984394299356366,0.0490804308098961
"Acss2",-0.858017197698376,0.0690397535843528
"Acat2",1.96722849328374,0.0184560423190542
"Eef2k",-1.74255729902993,0.000154179237424052
"Steap1",1.2640715177221,0.288682656426671
"Mfsd4a",-1.17446858726642,2.20039003112873e-05
"Gjb1",4.21246678071395,8.61004425968867e-05
"Fkbp11",-0.120750433726247,0.999862969391059
"Insig1",-0.746536763809987,0.267420866890665
"Dnajc6",0.387058312724749,0.954699218253122
"Bhlha15",-0.141429463947141,0.988680199710215
"Asah1",-0.0475301064102647,0.999879997501068
"Acat3",-1.49059278632061,0.23659142239763
"Oxct1",-0.0139430072361764,0.999270992122549
"Acot1",-0.409013215525876,0.667435793878331
"Gsdmc",0.253517546860705,0.796886851404218
"Acadsb",-0.808955468018411,0.198076144615619
"Orm1",-0.239110905617452,0.96410355889376
"Anpep",0.491112430604791,0.604058342095209
"Prkaa2",2.12827730770112,0.00299732481829573
"Gprc5b",0.328466207983015,0.990324330699123
"Aldoc",-0.146101622702544,0.999133496273302
"Slc1a3",0.217023820223289,0.849340836397842
"Sectm1a",0.417024035021619,0.90688204097379
"Ttyh1",-0.0764335777671139,0.999014713749771
"Acly",0.131822998315067,0.999778843288518
"Mfsd2a",0.08447294410065,0.98892394571335
"Rph3al",1.08017595529115,0.000427715111439192
"Steap2",-0.105392542629966,0.994156744564994
"Ackr3",-2.76643174652495,0.010501648258816
"Muc1",0.349522750373282,0.843787203757437
"Il15",-1.19901731286813,2.05854814420418e-05
"Cmpk2",0.875749678959454,0.146444902552035
"Tbc1d9",1.08976870429823,0.19678414746763
"Sox4",0.00700061152410836,0.9999658895439
"Drd4",-0.105119512837673,0.950469301192875
"Tm7sf2",-0.0806635726280804,0.999930013591538
"Tbc1d24",-0.711849467391595,0.0948067531073123
"Cldn3",-0.334849691720669,0.990338552716204
"Sardh",-0.191394458101237,0.845931050318786
"Stard13",1.09823948014785,0.192915892624447
"Gm2a",-0.00783138771159697,0.996411750647054
"Cel",-0.915054766099548,0.1975463852954
"Muc4",0.321757455844386,0.988730572001109
"Adamts5",0.380264983655518,0.850145706677359
"Trip6",-0.00227503568471543,0.999108505185411
"Krt80",0.158710133663051,0.999675782076984
"Net1",0.889274070858108,0.0931921940943394
"Prdx4",-1.16527006060774,0.0723246781351232
"Cav2",-0.120181024807001,0.9298973773073
"Pds5b",0.807110920127426,0.0160086709999209
"Cyb5b",0.460752192979001,0.662515788782226
"Smad7",-1.45881136481365,0.00453214993880215
"Glycam1",0.596624436625113,0.463960849932599
"Mlec",0.832918298842525,0.465624530399079
"Ly6a",-0.426042427710461,0.66140606106774
"Deptor",0.186390440488692,0.984823169593115
"Ikzf4",-1.65652081801961,0.0001555801994305
"Slco2a1",-0.192718700210773,0.984717763261505
"Pycr2",-0.296796277421024,0.7822727630379
"Gnmt",0.04112755754816,0.999319454254719
"Erf",-0.027339090687471,0.978412069109133
"Rassf6",1.80372738696657,0.00521347172519041
"Nfil3",0.04413154031611,0.964943163394118
"Mocs1",-0.918275001941986,0.0705937042990024
"Tspan7",-0.772712438726954,0.0475480119597019
"Gpr146",0.172358622597276,0.995510103834869
"Gnb4",1.14060986174807,0.0630726969457685
"Fdps",-0.805084013240284,0.13373194070622
"Mpv17l",-0.899963300947275,0.00337295839648463
"Tmem110",-1.40146424668278,0.124426700582806
"Fads1",0.648361067220789,0.396993261543
"Derl3",-1.90205367717372,6.82452059071031e-06
"Ccdc74a",-0.595435723371032,0.451053148769176
"Dtx4",-1.74251848605624,0.0840884115781414
"Aldh1l1",-4.23389084965851,0.0032113990439178
"Crip2",0.536581148850638,0.660107273874813
"Fasn",-0.034053126300015,0.999882346181107
"Sapcd2",0.190976733330441,0.994730399842456
"Slc9a2",-0.327261626009808,0.881781739670279
"Acot2",-1.79034815208556,0.00168960707103736
"Isg20",-0.659903585243345,0.374749922529355
"Tgfb2",1.03081654954022,0.197838412621797
"Gm3500",-0.330535051816434,0.753359796942397
"Slc50a1",0.93094196822093,0.221208049545409
"Tmem165",1.10990113008567,0.000174327632664327
"Lss",-0.207026397804131,0.997666000805716
"Slc7a2",0.105915652975157,0.933762967882633
"Bcl2l1",-0.117187620556909,0.927075638286491
