"symbol","logFC","pvalue"
"Csn1s2b",-0.318301903402526,0.984318527373572
"Slc25a1",-0.931754104904992,0.00602627453721897
"Atp2b2",-1.26368585816191,0.0147237204307917
"Slc34a2",-0.461894339782094,0.83858449029452
"Acacb",-0.697093251372219,0.353923588914239
"Egf",-0.872271773132459,0.317818028190861
"Slc30a2",0.680627533135409,0.300107885294262
"Elovl5",-1.27548023795388,0.0366283872874488
"Rbp1",-0.13227650932556,0.999293783208377
"Ceacam10",0.115889856366421,0.999012328276441
"Ddah1",0.270284901060877,0.978628248050692
"Cidea",-3.07134642388412,2.2962820816022e-09
"Pmvk",0.195173453149268,0.874546370583975
"St6gal1",0.0723760842884857,0.976366535754296
"Ppl",-0.0948404191500085,0.999977787582504
"Elovl6",0.301191323089773,0.994237023429459
"Ggt1",-0.122636926615948,0.999066449044578
"Slc39a8",1.64317256822307,0.000538952877633721
"Slc39a4",-0.846371176240165,0.253394133779208
"Scd1",-1.02555702172857,0.290086643970748
"Cited1",1.29236751550569,0.0343829463523978
"Kcnk6",-0.954126470184499,0.0327652466508716
"Slc7a4",1.04297619644244,0.00116082408203155
"Tc2n",0.375955676199848,0.831084606238597
"Lgals12",-0.341870347392634,0.947571687064137
"Slc33a1",-0.679334046749723,0.413427104128372
"Ctsc",0.300458430030885,0.764998401016221
"Ptgs1",0.334528661290636,0.990516552684746
"Osbpl1a",-0.307854950233978,0.918368559827922
"Eloa",0.557615740291986,0.714995310542052
"Lpo",-1.60451229941086,0.0852578220779802
"BC006965",-0.262157109022392,0.996753042765392
"Tor3a",0.859902211778589,0.190804170135032
"Acss2",0.272822764047403,0.979867158794387
"Acat2",0.366665621603657,0.95308151927588
"Eef2k",-0.381612556815733,0.735424904349259
"Steap1",-4.32203041531163,9.50164803947255e-05
"Mfsd4a",0.0506609604909745,0.985772872859828
"Gjb1",0.00875468832034232,0.993603875456287
"Fkbp11",-0.779328806457897,0.12150121009456
"Insig1",-2.3308628627364,2.11202651020898e-06
"Dnajc6",0.975764994505871,0.431509122359333
"Bhlha15",-0.196851480589656,0.956610155992868
"Asah1",-3.66307269549633,2.46628597340493e-06
"Acat3",1.14949578275783,0.00843415887422082
"Oxct1",0.4065830197957,0.672066130916984
"Acot1",0.0535629169136986,0.990217419535294
"Gsdmc",0.369811529258356,0.933255809858945
"Acadsb",0.0476308620272972,0.965621035522012
"Orm1",-1.48730708296407,0.240258922066308
"Anpep",-2.89412860315089,5.60065308015801e-06
"Prkaa2",-0.528737422182864,0.604686325039797
"Gprc5b",-0.232733118857536,0.927478450266565
"Aldoc",0.740511885933751,0.0863542322018312
"Slc1a3",-1.10201841382297,0.00131434717758279
"Sectm1a",0.245233968952758,0.996223905992082
"Ttyh1",0.798218182910285,0.0103941897635601
"Acly",0.541555676682895,0.631094566372135
"Mfsd2a",0.874767377622984,0.20460641186403
"Rph3al",-0.281970173962438,0.774044297718682
"Steap2",0.469961314402406,0.671723775306515
"Ackr3",-0.00780007530662452,0.999995359623631
"Muc1",-0.966674783197907,0.0034022970117155
"Il15",-0.814143322024992,0.180018321209248
"Cmpk2",-0.024138085523548,0.999927630888482
"Tbc1d9",-0.296913543910082,0.949613836189151
"Sox4",-1.54273457533173,0.154578078846619
"Drd4",-0.358973067400463,0.977380685082493
"Tm7sf2",0.612978646352251,0.389152399167814
"Tbc1d24",-0.209885284735113,0.915052698170663
"Cldn3",-1.37960365352387,0.000182946217278264
"Sardh",-1.07534849490218,0.312280116073432
"Stard13",-0.69648258300092,0.572418699336633
"Gm2a",-0.21677225315531,0.947618605982913
"Cel",1.02684987383273,0.000129500518811175
"Muc4",-0.884546341218452,0.405675834802836
"Adamts5",-0.788947772038473,0.236758290476097
"Trip6",0.272455538384921,0.99639643449383
"Krt80",-0.889309756475658,0.153924532304387
