"symbol","logFC","pvalue"
"Csn1s2b",-1.37309975730468,9.51598299567069e-05
"Slc25a1",1.75233476298633,4.77456710570013e-08
"Atp2b2",-2.27521322686551,0.00818167881240733
"Slc34a2",1.06487071172976,0.433074770449136
"Acacb",-0.223268416898077,0.960881756015112
"Egf",-1.32969207517035,3.25822213093597e-05
"Slc30a2",-0.428273798704155,0.920702265642907
"Elovl5",0.208172984004589,0.993849706873888
"Rbp1",0.899509934823792,0.00775678672191193
"Ceacam10",0.821474306936967,0.079260461213636
"Ddah1",-3.12205293314446,0.00746964676485073
"Cidea",-0.895421437185716,0.0212597422683765
"Pmvk",0.422105415108268,0.912662480464371
"St6gal1",-0.695509045611468,0.180427700894456
"Ppl",0.263459170422932,0.954716762423572
"Elovl6",-0.524660215503101,0.726526122786544
"Ggt1",-2.31315055821188,0.00892962186099991
"Slc39a8",0.105915652975159,0.924331671489273
"Slc39a4",0.973464765847438,0.136746622799429
"Scd1",-1.13462627178615,0.172132410222333
"Cited1",1.49390242499405,0.00962949963729433
"Kcnk6",-0.287297313276425,0.976035650360618
"Slc7a4",0.414191027502831,0.951718673801674
"Tc2n",-3.14566069511187,0.00217955093565239
"Lgals12",-4.28769043119688,8.19983201200855e-05
"Slc33a1",3.31167086826659,0.000773267393038646
"Ctsc",-0.69648258300092,0.623722591721237
"Ptgs1",0.548162236838754,0.576602787299787
"Osbpl1a",-0.865546857086698,0.00258457438390828
"Eloa",0.140061073647084,0.888989433244769
"Lpo",1.24391443429664,0.00430225312408978
"BC006965",1.40204514660338,0.000105414501273913
"Tor3a",-0.401795669063212,0.813464801738682
"Acss2",-0.536166483268187,0.565018402631143
"Acat2",0.209094071572345,0.966632196115371
"Eef2k",-1.50312729124572,2.58466891232602e-06
"Steap1",-0.148975236738496,0.883098009647564
"Mfsd4a",-0.203997722157312,0.999500068740206
"Gjb1",-0.643248144759814,0.425972713224217
"Fkbp11",-1.07288457372451,0.00910969966655462
"Insig1",-1.48730708296407,0.2228964616999
"Dnajc6",-0.159186441249325,0.991023264044241
"Bhlha15",0.566366807001679,0.519230768610427
"Asah1",0.505322753654674,0.608598260285191
"Acat3",0.788851965429814,0.148389628921705
"Oxct1",0.353322438523969,0.832120279265321
"Acot1",-0.487267479131623,0.59717383650736
"Gsdmc",0.682457288703929,0.272129062087478
"Acadsb",2.62022984405709,0.116851986906166
"Orm1",0.979429432814927,0.284719516210325
"Anpep",1.21677112473346,0.117131379452714
"Prkaa2",0.652610870589341,0.273622926956425
"Gprc5b",-1.26789295523789,0.000288748237874771
"Aldoc",0.714678284238846,0.133682165588194
"Slc1a3",1.77495776304978,0.0144628636042525
"Sectm1a",-0.0572231317277068,0.964994343638747
"Ttyh1",0.210083420221928,0.834429091472771
"Acly",-0.311002930668318,0.802477909158014
"Mfsd2a",0.805788394577776,0.124529845286087
"Rph3al",0.728688012607102,0.262916663783878
"Steap2",-0.244998036627175,0.997805119950061
"Ackr3",-0.640183863114276,0.349557562720258
"Muc1",1.09644646792864,0.243875496936155
"Il15",-1.5596348846219,0.0133662781595113
"Cmpk2",-0.252848535217675,0.897358522582721
"Tbc1d9",0.0857411290380901,0.992563165205248
"Sox4",0.46618089014739,0.717053658357843
"Drd4",0.811697347790586,0.0645399296901896
"Tm7sf2",-0.114551513800492,0.921041523502627
"Tbc1d24",-1.42190172863461,1.69463580198957e-06
"Cldn3",-0.64064855610055,0.496546526575169
"Sardh",1.48314249889395,0.196959779151921
"Stard13",-0.24972948803241,0.998483058816272
"Gm2a",0.717909366560752,0.523044253396738
"Cel",0.654143926069251,0.334837803870454
"Muc4",1.42379554888396,0.047313815707017
"Adamts5",0.445069929322274,0.919352412822294
"Trip6",0.428535214831697,0.921087739966064
"Krt80",-0.499833320969245,0.796719199099589
"Net1",-0.176023716852957,0.996646336291878
"Prdx4",0.132525587981034,0.995360980147019
"Cav2",-1.04538812489628,0.0525745959785085
"Pds5b",0.071992664959903,0.999721849458547
"Cyb5b",1.68225291182306,0.00326050464251923
"Smad7",-0.33928072075065,0.733757757421983
"Glycam1",0.398277407379364,0.93969378611056
"Mlec",-1.32796692398221,0.233723551053506
"Ly6a",-0.496202355011322,0.809930936619968
"Deptor",-0.455059401824009,0.885321575116529
"Ikzf4",0.568286699378201,0.530586333536966
"Slco2a1",0.996470527669675,0.00317223867518026
"Pycr2",-0.870789871126014,0.0731611452037167
"Gnmt",-1.20146023443041,0.052228843595491
"Erf",0.733394827680058,0.512842055695342
"Rassf6",0.385666407529285,0.821634018918941
"Nfil3",0.900905091759577,0.0249536133793837
"Mocs1",0.178576940626171,0.917127330215624
"Tspan7",-0.912518902228642,0.00692246046007899
"Gpr146",-0.42422779800421,0.775845654658359
"Gnb4",0.915340003633949,0.00350977049885485
"Fdps",0.160225964298192,0.907167127686897
"Mpv17l",-0.27296987214357,0.99621447097693
"Tmem110",1.24656363429289,0.241902485642791
"Fads1",0.219702232901364,0.99674822554692
"Derl3",-1.4602484052637,0.339641819447581
"Ccdc74a",0.670258309790458,0.325846715556871
"Dtx4",0.436045405401315,0.877879270401419
"Aldh1l1",-0.53186560500028,0.734920234678858
"Crip2",-0.505678047646916,0.606417571533622
"Fasn",-1.37820224969136,0.0507133618922475
"Sapcd2",-1.34227542943378,0.000117778618772207
"Slc9a2",0.410751820725856,0.9537650464032
"Acot2",1.80453407331767,0.021737453001526
"Isg20",-1.09761131542202,0.0231627337700256
"Tgfb2",-1.88405043712464,0.132410190817244
"Gm3500",0.283402985648908,0.996769965479564
"Slc50a1",-0.935722378495456,0.275368394178246
"Tmem165",-1.90342169608282,0.00246886632700573
"Lss",-0.0835128124952909,0.994543160180736
"Slc7a2",0.986101268813111,0.00281683269602731
"Bcl2l1",0.939822229247464,0.161928649758844
"Rasgrp1",1.38355349229541,0.190222013135157
"Me1",0.0647458792791893,0.980588880262349
"Car5b",-1.80087859692088,8.83565879211538e-06
"Echdc1",-0.320737315697874,0.977063882080345
"Aacs",-0.191040227756426,0.87526358966768
"Klf10",-0.301336898329748,0.96352191758
"Myrf",-0.104500527754484,0.99981642679944
"Stim2",-0.901916059821254,0.275416606963538
"Phf19",-3.78062517831771,1.58588201866296e-07
"Gm16440",0.550430745247974,0.53590966293693
"Mavs",-1.36938391494225,0.017040345662005
"Sqle",1.16823558812079,0.000462062312384228
"Scd2",0.275350295115844,0.984556559818132
"Met",2.24498663863253,4.06684265851014e-08
"Dusp6",-0.980760773140191,0.00139694252840776
"Dlat",-0.351884041821461,0.880332318194656
"Timm8b",-0.547375600691979,0.606996718495823
"Klf15",-0.158482395930142,0.880504245710784
"Rab18",-1.05360192767617,0.039409702284858
"Ptprg",-0.322925100431317,0.984685625721902
"C1qtnf1",0.104959461939467,0.989238110208961
"Man2a2",-0.95120045944806,0.0482455787346941
"Ccdc120",0.0254490936006739,0.998236967706526
"Cdh1",-0.103243835196755,0.997907507000575
"Cmtm6",-0.154991219521323,0.990337417559112
"Gm5424",0.975764994505871,0.431509122358743
"Nid2",-0.647886435738493,0.336898570155083
"Cst3",-0.144774851122316,0.993520320051504
"Mpc1-ps",2.02354425209938,0.00528743546695816
"Car4",3.74840231836102,0.000313026551341501
"Cttnbp2nl",1.0274827892498,0.403039647792018
"Scd3",-6.26498283726091,1.43511648576667e-11
"Mdh1",-0.0130741878856133,0.999981600944528
"Gstm7",0.0103378706387622,0.998269464755644
"Cdr2l",-0.222886548311619,0.898726999124934
"Gm12863",0.441862427745288,0.664686111790424
"Nedd9",0.267068642390422,0.990723247254118
"Pank3",-0.440009285532059,0.644924260818435
"Sertad4",0.0859538165984599,0.99737571667267
"Dhcr24",0.265562140596827,0.787644692850753
"Gldc",-0.367854663404374,0.913933823773288
"Pawr",-0.817451662844066,0.0204891354018369
"Ptges3l",0.244968127774039,0.995779967482382
"Lao1",-0.738271142834503,0.3062582439128
"Noxo1",-0.154984987428331,0.982437797869622
"Qsox1",2.8437700258429,3.6496481861027e-05
"Fads2",-0.702457547917531,0.107147454678661
"Clspn",0.300282776922117,0.984246626458925
"Irx5",-0.328110607010152,0.960165919242395
"Gna15",-0.0105870076989989,0.999287166819564
"Orm2",1.56795439696056,9.7222711875744e-08
"Lpar6",-0.407021183338304,0.794102302394489
"Tacc1",-1.50991994254217,0.114129801770385
"Ctgf",-2.4350794376031,1.80511057867972e-05
"Sun2",-0.0918138961014514,0.926562435881363
"Rapgef5",-0.686939596149527,0.287301774956704
"F2rl1",0.539910222235273,0.61068212335724
"Sec11c",-0.109554250862069,0.915895886312935
"Lrfn4",-0.69648258300092,0.638720972465127
"Tph1",0.28733421661997,0.997243014190825
"Gm13889",-0.779328806457897,0.121501210096472
"Apol7a",-0.0494807073535775,0.998860554541885
"Tnfrsf12a",1.78725579469344,0.000228008733943931
"Folr1",-0.76003131768642,0.0464310168338741
"Homer2",-1.81254980235445,0.0459326778754343
"Gm11127",0.643080902303184,0.341463252270817
"Mpc1",0.365467827288415,0.988673875216324
"Map4k4",0.618882783903952,0.399285957717726
"Phlda1",-0.149321300869593,0.997625701319288
"Stard4",3.01691261459419,1.53691220422649e-06
"Clcc1",-2.57757383184212,0.00443663603151697
"Rin2",1.06492146410553,0.0288598819912629
"Cmtm8",1.61287612446959,0.0244223631388214
"Cyb5a",0.498052338354246,0.587775958604016
"Pygl",1.20257270231842,0.00295253702121577
"Fah",0.903683596546883,0.113773657451913
"Nsdhl",-1.45831922627991,0.0524742355542143
"Kctd11",0.179667659082976,0.9922388632154
"Spp1",-0.344526924730836,0.941686509597689
"Cdc42ep1",-1.71170056288317,0.0001404511721257
"Thbs1",1.76629847732024,0.000126878823094016
"Nsmce1",0.380110695001196,0.979292928355102
"Fam13b",0.870330303168382,0.174168680666421
"Pcx",-0.46726720207401,0.616897084273356
"G6pdx",0.41206247251566,0.67938169263058
"Pkp3",-0.164086288796074,0.999449618464118
"Csf1",-1.8790751052219,4.44608626809416e-05
"Prss35",0.923697708137875,0.265323078161445
"BC003331",-0.0711851376664887,0.999938014558992
"Wfdc17",-0.23446919758164,0.994000774639945
"Kdm5b",-1.41241021787228,0.0041061789126465
"Itsn1",3.81415407564074,7.59068698962789e-07
"Hid1",-1.31865261481909,0.190687176698045
"Gcat",0.374296138426042,0.844404498318002
"Plpp4",-0.392753946551426,0.961187001962353
"Ccl28",-0.346838624545328,0.938928024305054
"Msmo1",0.886889626920089,0.399516630460659
"Sema7a",0.741158958111776,0.0511231276054958
"Adgrf1",0.210090765263881,0.998217833065764
"Plpp2",-2.22740952600572,2.57893182745561e-07
"Sstr4",0.00844747574286409,0.999985798780243
"Vcl",-0.334391270843481,0.740848791961998
"1700001O22Rik",0.207407329988921,0.835211659429902
"Traf1",-1.72611566767547,0.000518582394387364
"Lpl",-2.40332982703559,1.26394307909084e-06
"Ttyh3",-0.139304751194864,0.989753282434747
"Ctsz",-0.352150873576529,0.7236037910632
"Atp6v1c2",-0.674221951637062,0.470250321241381
"Fnbp1l",0.223147912234358,0.848784300868045
"Rtn4",0.18289846383268,0.995020639081595
"Ttc9",0.550909337117889,0.585130476075207
"Asxl1",-0.462507441750783,0.721020451802291
"N4bp3",-6.57542626176055,6.98753683526752e-11
"Ssr4",-0.0912878815839235,0.998931345598237
"Reep6",0.557615740291986,0.714995310541368
"Gne",1.71158339848907,4.38830851188135e-05
"Gale",-0.143295035947331,0.999183116987478
"Abr",0.865554445307838,0.509144908952064
"Mmp25",0.508309607681485,0.623967016497695
"Cbr2",0.677041684107714,0.311101713299416
"D730002M21Rik",2.05527745168029,0.0234614746865782
"Cldn4",-1.85991651395472,0.132130770377319
